Price,Close,High,Low,Open,Volume
Ticker,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Date,,,,,
1996-01-01,5.085219860076904,5.097980697842026,5.016311076038489,5.078839441194344,10242229
1996-01-02,4.990789413452148,5.0979811538861215,4.978028574545496,5.078839895526143,16954313
1996-01-03,4.992064952850342,5.104360839293448,4.978027858667142,4.990788695738688,13514114
1996-01-04,4.833829879760742,4.912947416416857,4.721533559801381,4.912947416416857,34785820
1996-01-05,4.738122940063477,4.798099223710991,4.689631670385413,4.77513006279462,30138033
1996-01-08,4.5607452392578125,4.721532352157084,4.519910657773708,4.708771951859991,36752157
1996-01-09,4.539053440093994,4.57733639160388,4.466316309087668,4.466316309087668,36964108
1996-01-10,4.514806270599365,4.625825876616632,4.466314579697277,4.539051682539253,35923053
1996-01-11,4.620722770690918,4.643692364539873,4.502046463552774,4.517359381614992,27719296
1996-01-12,4.6028571128845215,4.693459660218489,4.574782925382559,4.620722544341337,31593194
1996-01-15,4.564576625823975,4.6283812710059244,4.554367865254406,4.574784952882117,13352034
1996-01-16,4.555643558502197,4.5939260807617615,4.519913117690996,4.564576060327155,19465667
1996-01-17,4.401235103607178,4.550538112140887,4.376989686419011,4.5173593286246465,25512510
1996-01-18,4.308080673217773,4.370609038297355,4.236619808415758,4.3399827675916605,31930712
1996-01-19,4.271075248718262,4.3233948670824685,4.236620633277203,4.255761893628301,20078367
1996-01-22,4.315738201141357,4.355296979377862,4.268522745339284,4.313186119789953,15288982
1996-01-23,4.144740104675293,4.333601416465341,4.083488009951827,4.281282253053913,16752158
1996-01-24,4.088593006134033,4.693460003645168,4.019684656431835,4.144740951735145,20708877
1996-01-25,4.000542640686035,4.0975256055571085,3.97502096753989,4.083488511922236,15920383
1996-01-26,4.000542640686035,4.000542640686035,4.000542640686035,4.000542640686035,0
1996-01-29,4.183023929595947,4.211097685852361,3.957155888324203,3.957155888324203,32353724
1996-01-30,4.218753814697266,4.338705921379597,4.134531698483848,4.262140479415899,32019768
1996-01-31,4.260866165161133,4.415272927143793,4.204718212302772,4.236620310457072,34765337
1996-02-01,4.35657262802124,4.370609290248154,4.225135037899098,4.225135037899098,18475375
1996-02-02,4.674318313598633,4.7279137398963105,4.389750274005978,4.447174037934467,39733722
1996-02-05,4.856800556182861,5.155405770895119,4.68325209287652,4.874665558662938,68921537
1996-02-06,4.445898532867432,4.912947520568795,4.364228480256533,4.887425845883517,40024042
1996-02-07,4.620722770690918,4.6960119708896455,4.376989737762767,4.445898519309633,45350428
1996-02-08,5.291947364807129,5.318744867648537,4.632208581312937,4.644969420812082,114509743
1996-02-09,5.600759983062744,5.691362095154013,5.38637697723412,5.640318315903757,119682955
1996-02-12,5.2855658531188965,5.576514320828976,5.2064478842486865,5.484635948607107,83759011
1996-02-13,5.288116931915283,5.397861157567972,5.163060657397571,5.257491100140461,72385781
1996-02-14,5.437419891357422,5.665839539025873,5.3850998592123,5.4871869760980365,67257097
1996-02-15,5.362130165100098,5.550991464148077,5.270251378947,5.30853388137743,55699524
1996-02-16,5.249835968017578,5.334057673457565,5.219209696261545,5.334057673457565,36118975
1996-02-19,5.281738758087158,5.3838259105214705,5.257492902236148,5.308536261697633,24685188
1996-02-20,5.078839302062988,5.28939441995328,5.008654262766225,5.281737744099448,35231986
1996-02-21,5.078839302062988,5.078839302062988,5.078839302062988,5.078839302062988,0
1996-02-22,5.3072590827941895,5.334057013074088,5.193686943370928,5.193686943370928,32953956
1996-02-23,5.261320114135742,5.331505151875825,5.2013438328039205,5.295774721202533,29080949
1996-02-26,5.293222427368164,5.459114184020823,5.267700752040453,5.284289927705719,70008010
1996-02-27,5.207724571228027,5.303430847633198,5.168165370064822,5.303430847633198,40272505
1996-02-28,5.2587690353393555,5.369788686353275,5.247284019625158,5.334058248872435,33926438
1996-02-29,4.925708770751953,5.2319701931778715,4.868284564385903,5.220485612011437,67024663
1996-03-01,4.9818549156188965,5.026518267397277,4.8899765655173715,4.9882353325142175,56079789
1996-03-04,4.956335544586182,5.02396808171676,4.900187589784179,4.976752628004908,36523285
1996-03-05,4.956335544586182,4.956335544586182,4.956335544586182,4.956335544586182,0
1996-03-06,5.04821252822876,5.072458377004748,4.971647077867253,4.989512508572384,24779586
1996-03-07,5.01120662689209,5.140091698992325,4.989513288761322,5.068630832020203,32271794
1996-03-08,4.9869608879089355,5.00227424083123,4.919328357539779,4.9767521304645035,24870423
1996-03-11,4.891254901885986,4.963992472184795,4.837659459130516,4.912948677285111,32018877
1996-03-12,4.8236212730407715,4.9052908929426415,4.467591913532148,4.900186731359951,22942379
1996-03-13,5.015036106109619,5.0341778011818334,4.854248468571311,4.887427262192688,35833998
1996-03-14,4.963992118835449,5.089048865548626,4.946126683514427,5.0150354765903815,32372426
1996-03-15,4.859353065490723,4.986961909418062,4.842763885434372,4.957611888320115,33239823
1996-03-18,4.659005641937256,4.847866984750276,4.644968547722142,4.810860297051906,35009348
