Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
1996-01-01,4.617048263549805,4.624902250409057,4.569924342394294,4.600218505781306,104121369
1996-01-02,4.581145286560059,4.6282698205480095,4.547485461729416,4.60582993732758,168743308
1996-01-03,4.615926265716553,4.868377116079816,4.605828411523128,4.656317982192095,209323879
1996-01-04,4.57328987121582,4.586753976770266,4.511579762051921,4.572168087196003,216900264
1996-01-05,4.541872501373291,4.555336602708598,4.502602580439173,4.555336602708598,166708467
1996-01-08,4.360108852386475,4.536263705001163,4.31522880123662,4.532898053314589,186974245
1996-01-09,4.234444618225098,4.3084967501802,4.089706305821607,4.231078966420237,388766555
1996-01-10,4.1256103515625,4.251274750023013,4.1065367245792475,4.151416781257465,276606655
1996-01-11,4.254642486572266,4.274838802420938,4.078487563181953,4.084097684217912,409645726
1996-01-12,4.209761619567871,4.318595969006558,4.181711319406049,4.28605763280692,374687924
1996-01-15,4.1660027503967285,4.218736791710816,4.142440789326961,4.197418698489751,199981539
1996-01-16,4.17385721206665,4.1962970919129745,4.137952924789497,4.151417032518429,217247573
1996-01-17,4.007800579071045,4.157027563033495,3.973018971664247,4.151417442666701,299629901
1996-01-18,3.896721839904785,3.9696522018591645,3.855208030397896,3.9056985115216287,377502810
1996-01-19,3.828279495239258,3.891111995502645,3.8024736644012944,3.842865686297301,324535340
1996-01-22,3.89335560798645,3.94384578189359,3.8372550151538074,3.840621566210975,338613971
1996-01-23,3.728421688079834,3.9236502020858888,3.523094718603508,3.9068201422731996,354919302
1996-01-24,3.600512981414795,3.7183237150924215,3.545535058614615,3.6958835325297397,351185727
1996-01-25,3.4490416049957275,3.608365800582332,3.4277235133978223,3.5926578277318253,360855771
1996-01-26,3.4490416049957275,3.4490416049957275,3.4490416049957275,3.4490416049957275,0
1996-01-29,3.720566987991333,3.7531056247476524,3.4120163754229464,3.433333872833283,652902286
1996-01-30,4.054924011230469,4.241176720129104,3.7811550667282563,3.8372547566764283,1061936020
1996-01-31,3.9662861824035645,4.168246889403294,3.8653055292018172,4.016776359153497,731560842
1996-02-01,4.1256103515625,4.151416781257465,3.9157959592185345,3.9270155987607405,640422958
1996-02-02,4.57328987121582,4.622658258248788,4.235566347440405,4.235566347440405,818725675
1996-02-05,4.95365047454834,5.053508750977192,4.679881477610419,4.8246198142956525,1222482548
1996-02-06,4.53850793838501,5.1612209834911615,4.43416163872529,5.072582358342426,1242315590
1996-02-07,4.622658729553223,4.667538786275285,4.242298982593305,4.287179039315367,895441820
1996-02-08,5.026581764221191,5.108488211514798,4.622659948412801,4.669783885530318,821653997
1996-02-09,5.318302154541016,5.430502159105593,5.028824872028293,5.206101550572612,994440377
1996-02-12,4.985066890716553,5.2734221064000915,4.914380392129802,5.18366197753445,971599188
1996-02-13,5.284640789031982,5.478747482499307,4.894183234701353,4.936819118504665,1019034918
1996-02-14,5.2880072593688965,5.496699874410815,5.247615836410332,5.419282081301232,622459505
1996-02-15,5.203858375549316,5.329522797758541,5.1163418139197345,5.161222178781554,699136437
1996-02-16,5.111851692199707,5.166830194877337,5.0725817612897295,5.116340026820082,495646793
1996-02-19,5.1634650230407715,5.277909787530914,5.133171155636673,5.2061012138267015,518231701
1996-02-20,4.8908185958862305,5.182540073805263,4.824620431111863,5.161222274727027,639131752
1996-02-21,4.8908185958862305,4.8908185958862305,4.8908185958862305,4.8908185958862305,0
1996-02-22,5.1488800048828125,5.183662213746739,4.960383366033119,5.0041416481330225,613558303
1996-02-23,5.093900680541992,5.150000073889033,5.0086277085387225,5.138780434981114,546094871
1996-02-26,5.105121612548828,5.256592170805894,5.072583572547456,5.1500013783557455,544960514
1996-02-27,5.046776294708252,5.161221050230469,4.960382135718557,5.134292237797752,542491536
1996-02-28,5.071461200714111,5.201613353334176,5.060240960197131,5.1443918649687195,427826248
1996-02-29,4.753933906555176,5.0445326629248735,4.723639738605259,5.026580818700617,697898447
1996-03-01,4.7808613777160645,4.851547867351168,4.679881320455686,4.790959832994941,723172202
1996-03-04,4.7314934730529785,4.824619540349353,4.676514960300334,4.802179361644384,673407539
1996-03-05,4.7314934730529785,4.7314934730529785,4.7314934730529785,4.7314934730529785,0
1996-03-06,4.89979362487793,4.932331957999182,4.770763275327326,4.813399463801896,543855566
1996-03-07,4.943551063537598,5.05462985804174,4.919989103889519,4.9682357062969436,854410306
1996-03-08,4.917745590209961,4.936819215238454,4.819009415696486,4.88071922506556,646827174
1996-03-11,4.9334540367126465,4.948039927664052,4.827985649464351,4.847059276322437,631091821
1996-03-12,5.187026500701904,5.340741189912484,4.9031596829479716,4.925599860128825,803011329
1996-03-13,5.098388671875,5.12195183562534,4.98731045181414,5.049021173473998,577715422
1996-03-14,5.0972676277160645,5.147757813842896,5.060241251461504,5.093901974949935,597611484
1996-03-15,4.930087566375732,5.0860464127417275,4.8919391178645775,5.070338439614908,622444100
1996-03-18,4.705687999725342,4.891940771598653,4.6877361528125245,4.879599045428437,667319823
1996-03-19,4.416210651397705,4.775252357826381,4.319718320168317,4.689979667832743,1037292464
1996-03-20,4.416210651397705,4.416210651397705,4.416210651397705,4.416210651397705,0
1996-03-21,4.732614517211914,4.781982303239839,4.6002182328090315,4.6002182328090315,670459612
1996-03-22,4.54075288772583,4.643977114557084,4.454358121277542,4.643977114557084,674824785
1996-03-25,4.513823986053467,4.624902491017365,4.448747620588324,4.599096661295225,457166882
1996-03-26,4.484652042388916,4.577778707753558,4.3421575839850854,4.488018293922801,532380354
1996-03-27,4.643976211547852,4.711296437604654,4.623780203671179,4.645098295235956,377229724
1996-03-28,4.704566478729248,4.728128447703811,4.640611877908087,4.656319857224463,359409115
1996-03-29,4.641732692718506,4.729249244232373,4.627146800600795,4.698955076377719,325958187
1996-04-01,4.685490608215332,4.701199182446369,4.622658708906211,4.661928645974411,247509698
1996-04-02,4.6978325843811035,4.757298827213822,4.650708663375723,4.695588716586404,367425238
1996-04-03,4.737102508544922,4.8560355933628205,4.725882869893273,4.803300954025603,297032084
1996-04-04,4.681002616882324,4.696710589846815,4.631634230891028,4.689978387360718,241840713
1996-04-05,4.681002616882324,4.681002616882324,4.681002616882324,4.681002616882324,0
1996-04-08,4.759542942047119,4.784227287281155,4.7101751506846625,4.740469015845672,228109392
1996-04-09,4.765152931213379,4.873987564925908,4.740468886355481,4.819009655734504,320184170
1996-04-10,4.762909889221191,4.845938108994648,4.743835660531556,4.824620012066069,285103129
1996-04-11,4.713541507720947,4.746080144765652,4.686613889951835,4.718029843618354,216484333
1996-04-12,4.84257173538208,4.880719587676942,4.6922226955980895,4.7135407893522006,341108156
1996-04-15,4.96711540222168,5.065851605062328,4.926722774328807,4.93682063160009,476612002
1996-04-16,4.978333950042725,5.043410014944023,4.93681954693102,4.98170020142882,388937409
1996-04-17,5.190393447875977,5.245371364861104,5.068094690621439,5.11634130280458,410008440
1996-04-18,5.475382328033447,5.503432025415648,5.3104473981212035,5.351961501698301,686239778
1996-04-19,5.510165691375732,5.621244230847121,5.465285322042865,5.52026444880505,657928468
1996-04-22,5.335132122039795,5.576362786987095,5.30708242109018,5.565143146368774,577856867
1996-04-23,5.299227714538574,5.357571875817744,5.217320992466653,5.285763308456469,570256675
1996-04-24,5.72895622253418,5.791788729787413,5.524750723812129,5.544947036708771,534899747
1996-04-25,5.4372334480285645,5.890523499067729,5.340740842282552,5.767102682457455,620220200
1996-04-26,5.48547887802124,5.552799098445747,5.295859937476943,5.430500378325957,632532875
1996-04-29,5.4405999183654785,5.458551460261231,5.335131238082032,5.430501164555347,421084526
1996-04-30,5.4899678230285645,5.610022389313163,5.396841467789627,5.430500982342084,429361131
1996-05-01,5.970187664031982,6.0565821478387045,5.929795632448291,5.991506063653652,495470338
1996-05-02,5.974674701690674,6.004969171384836,5.834424391992625,5.924184518270915,506967956
1996-05-03,5.838912010192871,5.957844507548273,5.811983795798555,5.923061706143982,493527926
1996-05-06,5.51128625869751,5.731199108797416,5.482114476212862,5.6997831586127905,591063023
1996-05-07,5.578606605529785,5.620120107922764,5.482113996318948,5.503431789391319,548608662
1996-05-08,5.6089019775390625,5.688564550703454,5.408062718249757,5.475383565633279,785659868
1996-05-09,5.47201681137085,5.618999019624204,5.441722342917447,5.5034327643709835,609397594
1996-05-10,5.414793968200684,5.445088435769471,5.308203788260539,5.3407418242610945,606288615
1996-05-13,5.529239654541016,5.562899780053767,5.455187498293744,5.486603455597938,398370778
1996-05-14,5.682953834533691,5.7199802087561435,5.49221334165753,5.520263643323141,651015892
1996-05-15,5.695296764373779,5.744665473581083,5.476506522956085,5.593194891473777,917242481
1996-05-16,5.727833271026611,5.845643679804783,5.689685418382095,5.7614927884166285,688543503
1996-05-17,5.614511013031006,5.6773435154113185,5.583095061542744,5.610023276848593,565289312
1996-05-20,5.438355445861816,5.5516781066830285,5.421525389262882,5.542702036536685,326115037
1996-05-21,5.419281482696533,5.475382073662133,5.374401129804795,5.405817676530868,456241191
1996-05-22,5.4484543800354,5.502310209223071,5.431624321026046,5.47538259433112,319336904
1996-05-23,5.403574466705322,5.4349904195955006,5.37664625019782,5.41255053887449,294687746
1996-05-24,5.700369834899902,5.717959939669515,5.67105278479293,5.701542592080924,236779521
1996-05-27,5.532678127288818,5.652290603537767,5.523296695183712,5.652290603537767,385864842
1996-05-28,5.353259563446045,5.417756206200218,5.289934425101212,5.417756206200218,545547298
1996-05-29,5.6581549644470215,5.734378559873831,5.465835900008576,5.465835900008576,514643772
1996-05-30,5.554958343505859,5.715614793535588,5.518604751955299,5.69919744668877,528103408
1996-05-31,5.590139389038086,5.6405648263858,5.537369689765993,5.63470103920991,445949352
1996-06-03,5.761349678039551,5.781284671489212,5.664017092881948,5.699197930289717,488962489
1996-06-04,5.679262638092041,5.8973798572406215,5.576067502404194,5.862200266867931,719201952
1996-06-05,5.642909526824951,5.746105286480427,5.592484717629813,5.746105286480427,333800656
