Date,Price,Close,High,Low,Open,Volume,Prev_Close,MA_5,MA_20
1970-01-01 00:00:00.000000021,1996-01-26,4.000542640686035,4.000542640686035,4.000542640686035,4.000542640686035,0.0,4.000542640686035,4.110031318664551,4.506448984146118
1970-01-01 00:00:00.000000022,1996-01-29,4.183023929595947,4.211097685852361,3.957155888324203,3.957155888324203,32353724.0,4.000542640686035,4.083488464355469,4.4613391876220705
1970-01-01 00:00:00.000000023,1996-01-30,4.218753814697266,4.338705921379597,4.134531698483848,4.262140479415899,32019768.0,4.183023929595947,4.098291206359863,4.422737407684326
1970-01-01 00:00:00.000000024,1996-01-31,4.260866165161133,4.415272927143793,4.204718212302772,4.236620310457072,34765337.0,4.218753814697266,4.132745838165283,4.3861774682998655
1970-01-01 00:00:00.000000025,1996-02-01,4.35657262802124,4.370609290248154,4.225135037899098,4.225135037899098,18475375.0,4.260866165161133,4.203951835632324,4.362314605712891
1970-01-01 00:00:00.000000026,1996-02-02,4.674318313598633,4.727913739896311,4.389750274005978,4.447174037934467,39733722.0,4.35657262802124,4.338706970214844,4.359124374389649
1970-01-01 00:00:00.000000027,1996-02-05,4.856800556182861,5.155405770895119,4.68325209287652,4.874665558662938,68921537.0,4.674318313598633,4.473462295532227,4.373927140235901
1970-01-01 00:00:00.000000028,1996-02-06,4.445898532867432,4.912947520568795,4.364228480256533,4.887425845883517,40024042.0,4.856800556182861,4.51889123916626,4.369269394874573
1970-01-01 00:00:00.000000029,1996-02-07,4.620722770690918,4.6960119708896455,4.376989737762767,4.445898519309633,45350428.0,4.445898532867432,4.590862560272217,4.37456521987915
1970-01-01 00:00:00.000000030,1996-02-08,5.291947364807129,5.318744867648537,4.632208581312937,4.644969420812082,114509743.0,4.620722770690918,4.777937507629394,4.408126449584961
1970-01-01 00:00:00.000000031,1996-02-09,5.600759983062744,5.691362095154013,5.38637697723412,5.640318315903757,119682955.0,5.291947364807129,4.963225841522217,4.458021593093872
1970-01-01 00:00:00.000000032,1996-02-12,5.2855658531188965,5.576514320828976,5.206447884248687,5.484635948607107,83759011.0,5.600759983062744,5.0489789009094235,4.494071054458618
1970-01-01 00:00:00.000000033,1996-02-13,5.288116931915283,5.397861157567972,5.163060657397571,5.257491100140461,72385781.0,5.2855658531188965,5.217422580718994,4.5306947231292725
1970-01-01 00:00:00.000000034,1996-02-14,5.437419891357422,5.665839539025873,5.3850998592123,5.4871869760980365,67257097.0,5.288116931915283,5.380762004852295,4.5825039625167845
1970-01-01 00:00:00.000000035,1996-02-15,5.362130165100098,5.550991464148077,5.270251378947,5.30853388137743,55699524.0,5.437419891357422,5.3947985649108885,4.6352064371109005
1970-01-01 00:00:00.000000036,1996-02-16,5.249835968017578,5.334057673457565,5.219209696261545,5.334057673457565,36118975.0,5.362130165100098,5.324613761901856,4.684144473075866
1970-01-01 00:00:00.000000037,1996-02-19,5.281738758087158,5.383825910521471,5.257492902236148,5.308536261697633,24685188.0,5.249835968017578,5.3238483428955075,4.732444500923156
1970-01-01 00:00:00.000000038,1996-02-20,5.078839302062988,5.28939441995328,5.008654262766225,5.281737744099448,35231986.0,5.281738758087158,5.281992816925049,4.779149460792541
1970-01-01 00:00:00.000000039,1996-02-21,5.078839302062988,5.078839302062988,5.078839302062988,5.078839302062988,0.0,5.078839302062988,5.210276699066162,4.828661775588989
1970-01-01 00:00:00.000000040,1996-02-22,5.3072590827941895,5.334057013074088,5.193686943370928,5.193686943370928,32953956.0,5.078839302062988,5.19930248260498,4.893997597694397
1970-01-01 00:00:00.000000041,1996-02-23,5.261320114135742,5.331505151875825,5.2013438328039205,5.295774721202533,29080949.0,5.3072590827941895,5.2015993118286135,4.957036471366882
1970-01-01 00:00:00.000000042,1996-02-26,5.293222427368164,5.459114184020823,5.267700752040453,5.284289927705719,70008010.0,5.261320114135742,5.2038960456848145,5.012546396255493
1970-01-01 00:00:00.000000043,1996-02-27,5.207724571228027,5.303430847633198,5.168165370064822,5.303430847633198,40272505.0,5.293222427368164,5.229673099517822,5.061994934082032
1970-01-01 00:00:00.000000044,1996-02-28,5.258769035339356,5.369788686353275,5.247284019625158,5.334058248872435,33926438.0,5.207724571228027,5.265659046173096,5.111890077590942
1970-01-01 00:00:00.000000045,1996-02-29,4.925708770751953,5.231970193177872,4.868284564385903,5.220485612011437,67024663.0,5.258769035339356,5.189348983764648,5.140346884727478
1970-01-01 00:00:00.000000046,1996-03-01,4.9818549156188965,5.026518267397277,4.889976565517372,4.9882353325142175,56079789.0,4.925708770751953,5.1334559440612795,5.155723714828492
1970-01-01 00:00:00.000000047,1996-03-04,4.956335544586182,5.02396808171676,4.900187589784179,4.976752628004908,36523285.0,4.9818549156188965,5.066078567504883,5.160700464248658
1970-01-01 00:00:00.000000048,1996-03-05,4.956335544586182,4.956335544586182,4.956335544586182,4.956335544586182,0.0,4.956335544586182,5.0158007621765135,5.186222314834595
1970-01-01 00:00:00.000000049,1996-03-06,5.04821252822876,5.072458377004748,4.971647077867253,4.989512508572384,24779586.0,4.956335544586182,4.973689460754395,5.207596802711487
1970-01-01 00:00:00.000000050,1996-03-07,5.01120662689209,5.140091698992325,4.989513288761322,5.068630832020203,32271794.0,5.04821252822876,4.9907890319824215,5.193559765815735
1970-01-01 00:00:00.000000051,1996-03-08,4.986960887908936,5.00227424083123,4.919328357539779,4.976752130464504,24870423.0,5.01120662689209,4.99181022644043,5.162869811058044
1970-01-01 00:00:00.000000052,1996-03-11,4.891254901885986,4.963992472184795,4.837659459130516,4.912948677285111,32018877.0,4.986960887908936,4.978794097900391,5.143154263496399
1970-01-01 00:00:00.000000053,1996-03-12,4.823621273040772,4.9052908929426415,4.467591913532148,4.900186731359951,22942379.0,4.891254901885986,4.952251243591309,5.119929480552673
1970-01-01 00:00:00.000000054,1996-03-13,5.015036106109619,5.0341778011818334,4.854248468571311,4.887427262192688,35833998.0,4.823621273040772,4.9456159591674815,5.098810291290283
1970-01-01 00:00:00.000000055,1996-03-14,4.963992118835449,5.089048865548626,4.946126683514427,5.0150354765903815,32372426.0,5.015036106109619,4.936173057556153,5.078903388977051
1970-01-01 00:00:00.000000056,1996-03-15,4.859353065490723,4.986961909418062,4.842763885434372,4.957611888320115,33239823.0,4.963992118835449,4.91065149307251,5.059379243850708
1970-01-01 00:00:00.000000057,1996-03-18,4.659005641937256,4.847866984750276,4.644968547722142,4.810860297051906,35009348.0,4.859353065490723,4.864201641082763,5.028242588043213
1970-01-01 00:00:00.000000058,1996-03-19,4.4573845863342285,4.708774812416945,4.364229922729808,4.646245995152865,31957429.0,4.659005641937256,4.790954303741455,4.997169852256775
1970-01-01 00:00:00.000000059,1996-03-20,4.4573845863342285,4.4573845863342285,4.4573845863342285,4.4573845863342285,0.0,4.4573845863342285,4.679423999786377,4.966097116470337
1970-01-01 00:00:00.000000060,1996-03-21,4.734294891357422,4.772577403066807,4.606686085481552,4.606686085481552,23555969.0,4.4573845863342285,4.633484554290772,4.937448906898498
1970-01-01 00:00:00.000000061,1996-03-22,4.659005641937256,4.711324813942799,4.57478307664657,4.689631477574098,28958053.0,4.734294891357422,4.593415069580078,4.907333183288574
1970-01-01 00:00:00.000000062,1996-03-25,4.798098564147949,4.923155709409039,4.71260061700285,4.721533115410353,61991268.0,4.659005641937256,4.621233654022217,4.882576990127563
1970-01-01 00:00:00.000000063,1996-03-26,4.928260326385498,4.998444923997087,4.78406149314764,4.799374843071863,77170713.0,4.798098564147949,4.715408802032471,4.868603777885437
1970-01-01 00:00:00.000000064,1996-03-27,5.064802169799805,5.147747605283881,5.01886211895093,5.053316723576367,54386851.0,4.928260326385498,4.836892318725586,4.8589054346084595
