Date,Price,Close,High,Low,Open,Volume,Prev_Close,MA_5,MA_20
1970-01-01 00:00:00.000000021,2007-10-15,5670.39990234375,5682.64990234375,5419.89990234375,5428.35009765625,0.0,5428.25,5478.4400390625,5067.165014648437
1970-01-01 00:00:00.000000022,2007-10-16,5668.0498046875,5708.35009765625,5578.4501953125,5670.64990234375,0.0,5670.39990234375,5546.6,5125.835009765625
1970-01-01 00:00:00.000000023,2007-10-17,5559.2998046875,5658.89990234375,5107.2998046875,5658.89990234375,0.0,5668.0498046875,5570.169921875,5176.489990234375
1970-01-01 00:00:00.000000024,2007-10-18,5351.0,5736.7998046875,5269.64990234375,5551.10009765625,0.0,5559.2998046875,5535.39990234375,5207.4224853515625
1970-01-01 00:00:00.000000025,2007-10-19,5215.2998046875,5390.85009765625,5101.75,5360.35009765625,0.0,5351.0,5492.80986328125,5230.809985351562
1970-01-01 00:00:00.000000026,2007-10-22,5184.0,5247.39990234375,5070.89990234375,5202.75,0.0,5215.2998046875,5395.5298828125,5248.132495117187
1970-01-01 00:00:00.000000027,2007-10-23,5473.7001953125,5488.5,5176.85009765625,5185.2998046875,0.0,5184.0,5356.6599609375,5275.207495117187
1970-01-01 00:00:00.000000028,2007-10-24,5496.14990234375,5577.89990234375,5419.39990234375,5477.60009765625,0.0,5473.7001953125,5344.02998046875,5303.072485351562
1970-01-01 00:00:00.000000029,2007-10-25,5568.9501953125,5605.9501953125,5469.2998046875,5499.0498046875,0.0,5496.14990234375,5387.62001953125,5334.4949951171875
1970-01-01 00:00:00.000000030,2007-10-26,5702.2998046875,5716.89990234375,5513.35009765625,5564.25,0.0,5568.9501953125,5485.02001953125,5369.582495117187
1970-01-01 00:00:00.000000031,2007-10-29,5905.89990234375,5922.5,5708.89990234375,5708.89990234375,0.0,5702.2998046875,5629.4,5413.809985351562
1970-01-01 00:00:00.000000032,2007-10-30,5868.75,5976.0,5833.89990234375,5917.5498046875,0.0,5905.89990234375,5708.4099609375,5453.799975585937
1970-01-01 00:00:00.000000033,2007-10-31,5900.64990234375,5952.25,5861.2998046875,5868.89990234375,0.0,5868.75,5789.3099609375,5488.29248046875
1970-01-01 00:00:00.000000034,2007-11-01,5866.4501953125,6011.9501953125,5837.2001953125,5903.7998046875,0.0,5900.64990234375,5848.8099609375,5521.1824951171875
1970-01-01 00:00:00.000000035,2007-11-02,5932.39990234375,5944.75,5714.25,5854.85009765625,0.0,5866.4501953125,5894.82998046875,5558.509985351562
1970-01-01 00:00:00.000000036,2007-11-05,5847.2998046875,5948.5498046875,5819.60009765625,5931.89990234375,0.0,5932.39990234375,5883.1099609375,5596.619970703125
1970-01-01 00:00:00.000000037,2007-11-06,5786.5,5957.2001953125,5759.9501953125,5847.10009765625,0.0,5847.2998046875,5866.6599609375,5619.582470703125
1970-01-01 00:00:00.000000038,2007-11-07,5782.35009765625,5861.35009765625,5744.2998046875,5782.39990234375,0.0,5786.5,5843.0,5636.627465820313
1970-01-01 00:00:00.000000039,2007-11-08,5698.75,5780.7998046875,5646.75,5779.2998046875,0.0,5782.35009765625,5809.4599609375,5645.3224609375
1970-01-01 00:00:00.000000040,2007-11-12,5617.10009765625,5660.60009765625,5477.5,5660.60009765625,0.0,5698.75,5746.4,5654.764965820313
1970-01-01 00:00:00.000000041,2007-11-13,5695.39990234375,5758.85009765625,5591.60009765625,5612.35009765625,0.0,5617.10009765625,5716.02001953125,5656.014965820313
1970-01-01 00:00:00.000000042,2007-11-14,5937.89990234375,5950.2001953125,5700.0498046875,5703.9501953125,0.0,5695.39990234375,5746.3,5669.507470703125
1970-01-01 00:00:00.000000043,2007-11-15,5912.10009765625,5966.9501953125,5895.64990234375,5942.7001953125,0.0,5937.89990234375,5772.25,5687.147485351563
1970-01-01 00:00:00.000000044,2007-11-16,5906.85009765625,5948.0498046875,5817.39990234375,5913.14990234375,0.0,5912.10009765625,5813.87001953125,5714.939990234375
1970-01-01 00:00:00.000000045,2007-11-19,5907.64990234375,5981.7998046875,5893.7998046875,5908.0498046875,0.0,5906.85009765625,5871.97998046875,5749.5574951171875
1970-01-01 00:00:00.000000046,2007-11-20,5780.89990234375,5923.7001953125,5755.7998046875,5911.25,0.0,5907.64990234375,5889.07998046875,5779.402490234375
1970-01-01 00:00:00.000000047,2007-11-21,5561.0498046875,5790.0498046875,5530.85009765625,5778.7998046875,0.0,5780.89990234375,5813.7099609375,5783.769970703125
1970-01-01 00:00:00.000000048,2007-11-22,5519.35009765625,5608.64990234375,5394.35009765625,5564.64990234375,0.0,5561.0498046875,5735.1599609375,5784.92998046875
1970-01-01 00:00:00.000000049,2007-11-23,5608.60009765625,5638.60009765625,5514.75,5524.2998046875,0.0,5519.35009765625,5675.5099609375,5786.9124755859375
1970-01-01 00:00:00.000000050,2007-11-26,5731.7001953125,5772.5498046875,5608.9501953125,5611.2998046875,0.0,5608.60009765625,5640.32001953125,5788.382495117187
