Date,Price,Close,High,Low,Open,Volume,Prev_Close,MA_5,MA_20
1970-01-01 00:00:00.000000021,1996-01-26,3.4490416049957275,3.4490416049957275,3.4490416049957275,3.4490416049957275,0.0,3.4490416049957275,3.624074697494507,4.115344274044037
1970-01-01 00:00:00.000000022,1996-01-29,3.720566987991333,3.753105624747653,3.4120163754229464,3.433333872833283,652902286.0,3.4490416049957275,3.5895169734954835,4.070520210266113
1970-01-01 00:00:00.000000023,1996-01-30,4.054924011230469,4.241176720129104,3.781155066728256,3.837254756676428,1061936020.0,3.720566987991333,3.6548174381256104,4.044209146499634
1970-01-01 00:00:00.000000024,1996-01-31,3.966286182403565,4.168246889403294,3.865305529201817,4.016776359153497,731560842.0,4.054924011230469,3.727972078323364,4.011727142333984
1970-01-01 00:00:00.000000025,1996-02-01,4.1256103515625,4.151416781257465,3.9157959592185354,3.927015598760741,640422958.0,3.966286182403565,3.8632858276367186,3.9893431663513184
1970-01-01 00:00:00.000000026,1996-02-02,4.57328987121582,4.622658258248788,4.235566347440405,4.235566347440405,818725675.0,4.1256103515625,4.088135480880737,3.9909140348434446
1970-01-01 00:00:00.000000027,1996-02-05,4.95365047454834,5.053508750977192,4.679881477610419,4.8246198142956525,1222482548.0,4.57328987121582,4.334752178192138,4.020591115951538
1970-01-01 00:00:00.000000028,1996-02-06,4.53850793838501,5.1612209834911615,4.43416163872529,5.072582358342426,1242315590.0,4.95365047454834,4.431468963623047,4.035794281959534
1970-01-01 00:00:00.000000029,1996-02-07,4.622658729553223,4.667538786275285,4.242298982593305,4.287179039315367,895441820.0,4.53850793838501,4.562743473052978,4.06064670085907
1970-01-01 00:00:00.000000030,1996-02-08,5.026581764221191,5.108488211514798,4.622659948412801,4.669783885530318,821653997.0,4.622658729553223,4.742937755584717,4.0992436647415165
1970-01-01 00:00:00.000000031,1996-02-09,5.318302154541016,5.430502159105593,5.028824872028293,5.206101550572612,994440377.0,5.026581764221191,4.8919402122497555,4.154670691490173
1970-01-01 00:00:00.000000032,1996-02-12,4.985066890716553,5.273422106400092,4.914380392129802,5.18366197753445,971599188.0,5.318302154541016,4.898223495483398,4.195623898506165
1970-01-01 00:00:00.000000033,1996-02-13,5.284640789031982,5.478747482499307,4.894183234701353,4.936819118504665,1019034918.0,4.985066890716553,5.047450065612793,4.251163077354431
1970-01-01 00:00:00.000000034,1996-02-14,5.2880072593688965,5.496699874410815,5.247615836410332,5.419282081301232,622459505.0,5.284640789031982,5.180519771575928,4.315173411369324
1970-01-01 00:00:00.000000035,1996-02-15,5.203858375549316,5.329522797758541,5.116341813919735,5.161222178781554,699136437.0,5.2880072593688965,5.215975093841553,4.38053023815155
